name,price,url,image_url,type,size,vivino_score
Piccini Collezione Oro Vermentino IGT Blanc 75cl,7.99,https://www.carrefour.be/fr/piccini-collezione-oro-vermentino-igt-blanc-75cl/07246314.html,https://cdn.carrefour.eu/420_07246314_M1_20250515.webp,White,75cl,3.9
Cabernet d'Anjou 75 cl,6.19,https://www.carrefour.be/fr/cabernet-danjou-75-cl/05868241.html,https://cdn.carrefour.eu/420_05868241_T1.webp,Red,75cl,3.5
Grand Sud Merlot Rosé 6 x 1 L,35.94,https://www.carrefour.be/fr/grand-sud-merlot-rose-6-x-1-l/05285241.html,https://cdn.carrefour.eu/420_05285241_T1.webp,Red,Other,3.5
Naterra Rouge Bio Cubitainer 3L,10.99,https://www.carrefour.be/fr/naterra-rouge-bio-cubitainer-3l/06214917.html,https://cdn.carrefour.eu/420_06214917.webp,Red,Box,3.8
Chardonnay 3L,19.99,https://www.carrefour.be/fr/chardonnay-3l/05890059.html,https://cdn.carrefour.eu/420_05890059_T1.webp,White,Box,2.9
Domaines Vinsmoselle Rivaner Côtes de Remich 3 x 25 cl,5.99,https://www.carrefour.be/fr/domaines-vinsmoselle-rivaner-cotes-de-remich-3-x-25-cl/00162850.html,https://cdn.carrefour.eu/420_00162850_T1.webp,White,25cl,3.5
Beaumanoir Vin de Rouge 5 L,16.99,https://www.carrefour.be/fr/beaumanoir-vin-de-rouge-5-l/04835706.html,https://cdn.carrefour.eu/420_04835706_T1.webp,Red,Other,
Valencia Utiel-Requena Pena Tejo Rosé 75cl,4.99,https://www.carrefour.be/fr/valencia-utiel-requena-pena-tejo-rose-75cl/06574305.html,https://cdn.carrefour.eu/420_06574305.webp,Rosé,75cl,3.4
Cépage Vin désalcoolisé Chardonnay Blanc 75cl,6.19,https://www.carrefour.be/fr/cepage-vin-desalcoolise-chardonnay-blanc-75cl/05227076.html,https://cdn.carrefour.eu/420_05227076_M1_20241216.webp,White,75cl,2.7
Côtes du Rhône Château d'Aigueville Blanc 75cl,7.99,https://www.carrefour.be/fr/cotes-du-rhone-chateau-daigueville-blanc-75cl/07245661.html,https://cdn.carrefour.eu/420_07245661_M1_20250514.webp,White,75cl,3.7
Niederösterreich Domäne Krems Grüner Veltliner Blanc 75cl,5.99,https://www.carrefour.be/fr/niederosterreich-domane-krems-gruner-veltliner-blanc-75cl/05218163.html,https://cdn.carrefour.eu/420_05218163_T1.webp,White,75cl,3.7
Loire Menetou-Salon Domaine de Jesmet 75cl,13.49,https://www.carrefour.be/fr/loire-menetou-salon-domaine-de-jesmet-75cl/06462039.html,https://cdn.carrefour.eu/420_06462039.webp,White,75cl,3.7
Montagne Saint-Émilion La Cave d'Augustin Florent Rouge 75cl,7.99,https://www.carrefour.be/fr/montagne-saint-emilion-la-cave-daugustin-florent-rouge-75cl/01651820.html,https://cdn.carrefour.eu/420_01651820_M1_20231109.webp,Red,75cl,3.5
Curiosité Chardonnay Blanc 75cl,5.99,https://www.carrefour.be/fr/curiosite-chardonnay-blanc-75cl/07104397.html,https://cdn.carrefour.eu/420_07104397_M1_20240701.webp,White,75cl,3.5
Rioja Sangre de Toro Tempranillo Rouge 75cl,7.99,https://www.carrefour.be/fr/rioja-sangre-de-toro-tempranillo-rouge-75cl/06985773.html,https://cdn.carrefour.eu/420_06985773_M1_20231211.webp,Red,75cl,3.7
La Cave d'Augustin Florent Tavel 75 cl,8.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-tavel-75-cl/05304683.html,https://cdn.carrefour.eu/420_05304683_T1.webp,Rosé,75cl,3.4
Saint Emilion Château Grand Rivallon Grand Cru Rouge 75cl,12.99,https://www.carrefour.be/fr/saint-emilion-chateau-grand-rivallon-grand-cru-rouge-75cl/07183357.html,https://cdn.carrefour.eu/420_07183357_M1_20250212.webp,Red,75cl,3.8
Cinsault et Grenache l'Héritage de Carillan IGP Rosé 75cl,4.99,https://www.carrefour.be/fr/cinsault-et-grenache-lheritage-de-carillan-igp-rose-75cl/06805490.html,https://cdn.carrefour.eu/420_22113428_main_avant_BP.webp,Rosé,75cl,3.3
Marqués de Cáceres Rioja Blanco 75cl,7.99,https://www.carrefour.be/fr/marques-de-caceres-rioja-blanco-75cl/00162843.html,https://cdn.carrefour.eu/420_00162843_T1.webp,White,75cl,3.5
Côtes du Rhône Ventoux La Ferme Julien Blanc 75cl,6.49,https://www.carrefour.be/fr/cotes-du-rhone-ventoux-la-ferme-julien-blanc-75cl/05532347.html,https://cdn.carrefour.eu/420_05532347.webp,White,75cl,3.7
La Cave d'Augustin Florent Muscadet Sèvre et Maine sur Lie 37.5 cl,4.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-muscadet-sevre-et-maine-sur-lie-37.5-cl/04405450.html,https://cdn.carrefour.eu/420_04405450_M1_20230419.webp,White,Other,3.4
Quay Landing Shiraz Rouge 3L,15.99,https://www.carrefour.be/fr/quay-landing-shiraz-rouge-3l/04339343.html,https://cdn.carrefour.eu/420_04339343_T1.webp,Red,Box,3.2
Mosel Peter & Peter Riesling,6.99,https://www.carrefour.be/fr/mosel-peter-and-peter-riesling/05342844.html,https://cdn.carrefour.eu/420_05342844_T1.webp,White,Other,3.9
Naudin Bourgogne Hautes-Côtes de Nuits Rood 75cl,16.99,https://www.carrefour.be/fr/naudin-bourgogne-hautes-cotes-de-nuits-rood-75cl/07143761.html,https://cdn.carrefour.eu/420_07143761_M1_20250403.webp,Red,75cl,3.9
"Petit Chablis Bag-in-Box Blanc 2,25L",26.99,https://www.carrefour.be/fr/petit-chablis-bag-in-box-blanc-225l/07216708.html,https://cdn.carrefour.eu/420_07216708_M1_20250514.webp,White,Box,3.6
Prieuré Saint Hippolyte Languedoc Rouge 75cl,7.49,https://www.carrefour.be/fr/prieure-saint-hippolyte-languedoc-rouge-75cl/04018994.html,https://cdn.carrefour.eu/420_04018996_M1_20250813.webp,Red,75cl,3.5
Valvirginio Chianti Riserva Rouge 75CL,9.99,https://www.carrefour.be/fr/valvirginio-chianti-riserva-rouge-75cl/07191644.html,https://cdn.carrefour.eu/420_07191644_main_20250225_01_PM.webp,Red,75cl,3.8
Vin désalcoolisé Chardonnay Blanc 20cl,2.15,https://www.carrefour.be/fr/vin-desalcoolise-chardonnay-blanc-20cl/05417617.html,https://cdn.carrefour.eu/420_05417617_M1_20250722.webp,White,Other,3.6
D.O. Leyda Sauvignon Blanc 75cl,6.99,https://www.carrefour.be/fr/d.o.-leyda-sauvignon-blanc-75cl/07245662.html,https://cdn.carrefour.eu/420_07245662_M1_20250514.webp,White,75cl,3.5
Alsace Famille Cattin Pinot Noir Bio Rouge 75cl,8.99,https://www.carrefour.be/fr/alsace-famille-cattin-pinot-noir-bio-rouge-75cl/06579720.html,https://cdn.carrefour.eu/420_06579720.webp,Red,75cl,3.7
Cabernet Sauvignon 37.5 cl,3.99,https://www.carrefour.be/fr/cabernet-sauvignon-37.5-cl/01507113.html,https://cdn.carrefour.eu/420_01507113_T1.webp,Red,Other,3.5
Lalande-de-Pomerol La Croix des Ormes Rouge 75cl,10.99,https://www.carrefour.be/fr/lalande-de-pomerol-la-croix-des-ormes-rouge-75cl/05237647.html,https://cdn.carrefour.eu/420_05237647_T1.webp,Red,75cl,3.4
Galatheo Vino Rosso 0.75 L,3.99,https://www.carrefour.be/fr/galatheo-vino-rosso-0.75-l/06652449.html,https://cdn.carrefour.eu/420_06652449_T1.webp,Red,Other,
Bordeaux Blanc Demi-Sec 750 ml,6.19,https://www.carrefour.be/fr/bordeaux-blanc-demi-sec-750-ml/00161338.html,https://cdn.carrefour.eu/420_00161338_T1.webp,White,Other,3.6
Grand Sud Chardonnay 6x1L,41.94,https://www.carrefour.be/fr/grand-sud-chardonnay-6x1l/04584566.html,https://cdn.carrefour.eu/420_04584566_T1.webp,White,Other,3.3
Alsace Jean Murbach Pinot Blanc 375ml,4.99,https://www.carrefour.be/fr/alsace-jean-murbach-pinot-blanc-375ml/07123260.html,https://cdn.carrefour.eu/420_07123260_M1_20241113.webp,White,Other,3.5
La Villageoise Vin Blanc Sec 6 x 25 cl,9.99,https://www.carrefour.be/fr/la-villageoise-vin-blanc-sec-6-x-25-cl/04939649.html,https://cdn.carrefour.eu/420_04939649_T1.webp,White,25cl,
Talamanca Chardonnay Blanc 37.5 cl,3.99,https://www.carrefour.be/fr/talamanca-chardonnay-blanc-37.5-cl/07155924.html,https://cdn.carrefour.eu/420_07155924_T1.webp,White,Other,3.7
Mediterranée Rosé 75cl,4.99,https://www.carrefour.be/fr/mediterranee-rose-75cl/05871728.html,https://cdn.carrefour.eu/420_05871728_M1_20210809.webp,Rosé,75cl,4.0
La Cave d'Augustin Florent Vin de Bordeaux 75 cl,4.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-vin-de-bordeaux-75-cl/05747632.html,https://cdn.carrefour.eu/420_05747632_T1.webp,Red,75cl,3.3
Bourgogne Pinot Noir Caves d'Augustin Florent Rouge 75cl,14.99,https://www.carrefour.be/fr/bourgogne-pinot-noir-caves-daugustin-florent-rouge-75cl/04401364.html,https://cdn.carrefour.eu/420_04401364_T1.webp,Red,75cl,3.3
Curiosité M Merlot Rouge 75cl,5.99,https://www.carrefour.be/fr/curiosite-m-merlot-rouge-75cl/07104395.html,https://cdn.carrefour.eu/420_07104395_M1_20240628.webp,Red,75cl,
Pico Andino Chardonnay Blanc 3L,11.99,https://www.carrefour.be/fr/pico-andino-chardonnay-blanc-3l/07034348.html,https://cdn.carrefour.eu/420_07034348_M1_20231211.webp,White,Box,3.5
Plantaranas Tempranillo Rouge Bio 75cl,7.99,https://www.carrefour.be/fr/plantaranas-tempranillo-rouge-bio-75cl/07248713.html,https://cdn.carrefour.eu/420_07248713_M1_20250514.webp,Red,75cl,3.8
Pico Andino Merlot,3.99,https://www.carrefour.be/fr/pico-andino-merlot/06899691.html,https://cdn.carrefour.eu/420_06899691_M1_20220909.webp,Red,Other,3.4
Ramón Bilbao Crianza Rouge 75cl,9.99,https://www.carrefour.be/fr/ram%C3%B3n-bilbao-crianza-rouge-75cl/07236334.html,https://cdn.carrefour.eu/420_07236334_T1.webp,Red,75cl,3.9
Masso Antico Negroamaro Rouge 75cl,7.99,https://www.carrefour.be/fr/masso-antico-negroamaro-rouge-75cl/06835966.html,https://cdn.carrefour.eu/420_06835966_T1.webp,Red,75cl,3.9
Trapiche Oak Cask Chardonnay Blanc 75 cl,7.99,https://www.carrefour.be/fr/trapiche-oak-cask-chardonnay-blanc-75-cl/04399137.html,https://cdn.carrefour.eu/420_04399137_T1.webp,White,75cl,3.6
Victoria 19 Crimes Rouge 75cl,9.49,https://www.carrefour.be/fr/victoria-19-crimes-rouge-75cl/05742545.html,https://cdn.carrefour.eu/420_05742545_T01.webp,Red,75cl,4.0
Jp. Chenet sans alcool Rosé 75cl,6.19,https://www.carrefour.be/fr/jp.-chenet-sans-alcool-rose-75cl/07096995.html,https://cdn.carrefour.eu/420_07096995_M1_20240514.webp,Rosé,75cl,
Bordeaux Mouton Cadet Blanc 75cl,8.99,https://www.carrefour.be/fr/bordeaux-mouton-cadet-blanc-75cl/07001069.html,https://cdn.carrefour.eu/420_07001069_M1_20231127.webp,White,75cl,3.4
Bordeaux Entre-Deux-Mers Château Chauvelet Blanc 75cl,6.99,https://www.carrefour.be/fr/bordeaux-entre-deux-mers-chateau-chauvelet-blanc-75cl/06474559.html,https://cdn.carrefour.eu/420_06474559_M1_20210628.webp,White,75cl,3.8
Merlot Sans Alcool 0.0% Bio Organic Rouge 75cl,5.99,https://www.carrefour.be/fr/merlot-sans-alcool-0.0-bio-organic-rouge-75cl/06238637.html,https://cdn.carrefour.eu/420_06238637_T1.webp,Red,75cl,
Valencia Utiel-Requena Pena Tejo Rouge,4.99,https://www.carrefour.be/fr/valencia-utiel-requena-pena-tejo-rouge/06574307.html,https://cdn.carrefour.eu/420_06574307.webp,Red,Other,3.4
Petit Chablis Victor Blachet Blanc 75cl,12.99,https://www.carrefour.be/fr/petit-chablis-victor-blachet-blanc-75cl/07141616.html,https://cdn.carrefour.eu/420_07141616_M1_20240917.webp,White,75cl,4.0
Australie Shiraz 75cl,6.99,https://www.carrefour.be/fr/australie-shiraz-75cl/04823688.html,https://cdn.carrefour.eu/420_04823688_T1.webp,Red,75cl,3.5
Reflets de Château Belair Saint-Georges Rouge 75cl,9.99,https://www.carrefour.be/fr/reflets-de-chateau-belair-saint-georges-rouge-75cl/07110993.html,https://cdn.carrefour.eu/420_07110993_main_20240624_01_PM.webp,Red,75cl,3.4
A Fleur de Roche Pouilly Fuissé Héritage de Calcaire Blanc 75cl,19.99,https://www.carrefour.be/fr/a-fleur-de-roche-pouilly-fuisse-heritage-de-calcaire-blanc-75cl/06717643.html,https://cdn.carrefour.eu/420_06717643_M1_20230906.webp,White,75cl,4.0
Maison Johanès Boubée Grand Moment Bordeaux 75 cl,6.99,https://www.carrefour.be/fr/maison-johanes-boubee-grand-moment-bordeaux-75-cl/04644411.html,https://cdn.carrefour.eu/420_04644411_T1.webp,Red,75cl,
Vintense Sauvignon Sans Alcool Blanc 75cl,6.19,https://www.carrefour.be/fr/vintense-sauvignon-sans-alcool-blanc-75cl/05794926.html,https://cdn.carrefour.eu/420_05794926_M1_20240930.webp,White,75cl,
La Cave d'Augustin Florent Côtes de Bourg Rouge 75cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-cotes-de-bourg-rouge-75cl/04404846.html,https://cdn.carrefour.eu/420_04404846_T1.webp,Red,75cl,3.2
Terras de Xisto Reserva Rouge 750 ml,6.49,https://www.carrefour.be/fr/terras-de-xisto-reserva-rouge-750-ml/06857721.html,https://cdn.carrefour.eu/420_06857721_T1.webp,Red,Other,3.1
Côtes du Rhône Cellier des Dauphins Prestige 75cl,6.09,https://www.carrefour.be/fr/cotes-du-rhone-cellier-des-dauphins-prestige-75cl/01217792.html,https://cdn.carrefour.eu/420_01217792_T01.webp,Red,75cl,3.4
Marqués de Cáceres Rioja Reserva Rouge 75 cl,15.99,https://www.carrefour.be/fr/marques-de-caceres-rioja-reserva-rouge-75-cl/01063529.html,https://cdn.carrefour.eu/420_01063529_T1.webp,Red,75cl,3.9
Rosé de Loire Cave d'Augustin Florent Rosé 75cl,5.99,https://www.carrefour.be/fr/rose-de-loire-cave-daugustin-florent-rose-75cl/04811203.html,https://cdn.carrefour.eu/420_04811203_M1_20240205.webp,Rosé,75cl,3.3
Jerom Winery Chardonnay Vin Belge Blanc 75cl,9.99,https://www.carrefour.be/fr/jerom-winery-chardonnay-vin-belge-blanc-75cl/06226214.html,https://cdn.carrefour.eu/420_06226214_M1_20230203.webp,White,75cl,3.6
Loire Bourgueil Cave d'Augustin Florent Rouge,6.29,https://www.carrefour.be/fr/loire-bourgueil-cave-daugustin-florent-rouge/05017068.html,https://cdn.carrefour.eu/420_05017068_T1.webp,Red,Other,3.3
Stony Cape Ruby Cabernet Cinsault 37.5 cl,3.99,https://www.carrefour.be/fr/stony-cape-ruby-cabernet-cinsault-37.5-cl/05440553.html,https://cdn.carrefour.eu/420_05440553_T1.webp,Red,Other,3.0
Marqués de Cáceres Rioja Crianza 37.5 cl,4.99,https://www.carrefour.be/fr/marques-de-caceres-rioja-crianza-37.5-cl/01507167.html,https://cdn.carrefour.eu/420_01507167_T1.webp,Red,Other,3.7
Sunset Creek Zinfandel 75 cl,4.99,https://www.carrefour.be/fr/sunset-creek-zinfandel-75-cl/07015711.html,https://cdn.carrefour.eu/420_07015711_T1.webp,Red,75cl,3.8
Bordeaux Mission St-Vincent Bag in Box,16.99,https://www.carrefour.be/fr/bordeaux-mission-st-vincent-bag-in-box/06483902.html,https://cdn.carrefour.eu/420_06483902.webp,Red,Box,3.7
Bordeaux Graves La Cave d'Augustin Florent Rouge 75cl,6.99,https://www.carrefour.be/fr/bordeaux-graves-la-cave-daugustin-florent-rouge-75cl/04647816.html,https://cdn.carrefour.eu/420_04647816_T1.webp,Red,75cl,3.6
Pousio Selection Blanc 750 ml,6.99,https://www.carrefour.be/fr/pousio-selection-blanc-750-ml/06202116.html,https://cdn.carrefour.eu/420_06202116_T1.webp,White,Other,3.9
Sicile Nero d'Avola Natale Verga Organic bio Rouge 75cl,6.99,https://www.carrefour.be/fr/sicile-nero-davola-natale-verga-organic-bio-rouge-75cl/05906673.html,https://cdn.carrefour.eu/420_05906673_T1.webp,Red,75cl,3.5
Alsace Famille Cattin Naturalité Pinot Blanc bio 75cl,7.99,https://www.carrefour.be/fr/alsace-famille-cattin-naturalite-pinot-blanc-bio-75cl/06233129.html,https://cdn.carrefour.eu/420_06233129_T01.webp,White,75cl,3.5
Toscane Rosso di Montalcino Piccini Villa Cortille Rouge 75cl,12.99,https://www.carrefour.be/fr/toscane-rosso-di-montalcino-piccini-villa-cortille-rouge-75cl/05496612.html,https://cdn.carrefour.eu/420_05496612_T1.webp,Red,75cl,3.7
Pico Andino Carmenere Rouge 75cl,3.99,https://www.carrefour.be/fr/pico-andino-carmenere-rouge-75cl/07032172.html,https://cdn.carrefour.eu/420_07032172_M1_20231226.webp,Red,75cl,3.5
Pavillon de la Palud Beaujolais Villages Nouveau 75cl,6.49,https://www.carrefour.be/fr/pavillon-de-la-palud-beaujolais-villages-nouveau-75cl/04775473.html,https://cdn.carrefour.eu/420_04775473_M1_20231005.webp,Red,75cl,3.2
Cabernet Sauvignon Rouge 75cl,6.69,https://www.carrefour.be/fr/cabernet-sauvignon-rouge-75cl/01319185.html,https://cdn.carrefour.eu/420_01319185_T1.webp,Red,75cl,3.2
Moselle Domaines Vinsmoselle Pinot Blanc 75cl,5.99,https://www.carrefour.be/fr/moselle-domaines-vinsmoselle-pinot-blanc-75cl/00665311.html,https://cdn.carrefour.eu/420_00665311_M1_20251114.webp,White,75cl,3.5
San Pedro Chardonnay Blanc 75cl,6.69,https://www.carrefour.be/fr/san-pedro-chardonnay-blanc-75cl/05119154.html,https://cdn.carrefour.eu/420_05119154_T1.webp,White,75cl,3.2
États -Unis Californie Gallo Cabernet Sauvignon 6x75cl,47.94,https://www.carrefour.be/fr/etats--unis-californie-gallo-cabernet-sauvignon-6x75cl/01158879.html,https://cdn.carrefour.eu/420_01158879_M1_20220810.webp,Red,75cl,3.4
Côte du Rhône Cuvee Reservée Rouge 75cl,5.69,https://www.carrefour.be/fr/cote-du-rhone-cuvee-reservee-rouge-75cl/00161523.html,https://cdn.carrefour.eu/420_00161523_M1_20210902.webp,Red,75cl,3.3
Naterra Bio Rosé 75cl,4.99,https://www.carrefour.be/fr/naterra-bio-rose-75cl/06190646.html,https://cdn.carrefour.eu/420_06190646.webp,Rosé,75cl,3.6
Loire Sancerre Domaine Curot Blanc 75cl,20.99,https://www.carrefour.be/fr/loire-sancerre-domaine-curot-blanc-75cl/05957128.html,https://cdn.carrefour.eu/420_05957128.webp,White,75cl,3.9
Vignerons de l'Enclave Côtes du Rhône Rouge 75cl,6.99,https://www.carrefour.be/fr/vignerons-de-lenclave-cotes-du-rhone-rouge-75cl/05581663.html,https://cdn.carrefour.eu/420_05581663_T1.webp,Red,75cl,3.5
Côtes du Rhône by Vermeersch Blanc 75cl,7.49,https://www.carrefour.be/fr/cotes-du-rhone-by-vermeersch-blanc-75cl/05599551.html,https://cdn.carrefour.eu/420_05599551_M1_20210519.webp,White,75cl,3.5
La Cave d'Augustin Florent Sauternes 75 cl,13.79,https://www.carrefour.be/fr/la-cave-daugustin-florent-sauternes-75-cl/04405742.html,https://cdn.carrefour.eu/420_04405742_T1.webp,White,75cl,3.8
Memoro Piccini Rouge 375ml,4.99,https://www.carrefour.be/fr/memoro-piccini-rouge-375ml/07101209.html,https://cdn.carrefour.eu/420_07101209_M1_20241112.webp,Red,Other,3.8
"Jacob's Creek Classic Shiraz Cabernet Australia 37,5 cl",5.99,https://www.carrefour.be/fr/jacobs-creek-classic-shiraz-cabernet-australia-375-cl/01479534.html,https://cdn.carrefour.eu/420_01479534_ZST_003_10000000000217311.webp,Red,Other,3.4
Sangre de Toro 0% alcool Rouge 75cl,5.99,https://www.carrefour.be/fr/sangre-de-toro-0-alcool-rouge-75cl/06238006.html,https://cdn.carrefour.eu/420_21693134_main_avant_BP.webp,Red,75cl,2.7
Long Tail Premium Cabernet Sauvignon 75cl,5.99,https://www.carrefour.be/fr/long-tail-premium-cabernet-sauvignon-75cl/06899441.html,https://cdn.carrefour.eu/420_06899441_T1.webp,Red,75cl,
Ormarine Picpoul de Pinet Blanc 75cl,7.99,https://www.carrefour.be/fr/ormarine-picpoul-de-pinet-blanc-75cl/04803549.html,https://cdn.carrefour.eu/420_04803549_T1.webp,White,75cl,3.7
La Cave d'Augustin Florent Médoc 75 cl,6.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-medoc-75-cl/01651816.html,https://cdn.carrefour.eu/420_01651816_T1.webp,Red,75cl,3.2
Château Tour Prignac Médoc Cru Bourgeois Rouge 75cl,10.99,https://www.carrefour.be/fr/chateau-tour-prignac-medoc-cru-bourgeois-rouge-75cl/05092995.html,https://cdn.carrefour.eu/420_05092995_M1_20210625.webp,Red,75cl,3.8
Cambras Merlot cabernet Sauvignon 75 cl,4.99,https://www.carrefour.be/fr/cambras-merlot-cabernet-sauvignon-75-cl/05104841.html,https://cdn.carrefour.eu/420_05104841_T1.webp,Red,75cl,3.6
Periquita Azeitão Blanc 75cl,5.99,https://www.carrefour.be/fr/periquita-azeitao-blanc-75cl/07179093.html,https://cdn.carrefour.eu/420_07179093_T1.webp,White,75cl,3.9
Mosel Trocken Peter & Peter Weissburgunder Pinot Blanc 75 cl,6.99,https://www.carrefour.be/fr/mosel-trocken-peter-and-peter-weissburgunder-pinot-blanc-75-cl/06319270.html,https://cdn.carrefour.eu/420_06319270_T1.webp,White,75cl,
La Cave d'Augustin Florent Côtes de Provence 75 cl,7.49,https://www.carrefour.be/fr/la-cave-daugustin-florent-cotes-de-provence-75-cl/01651630.html,https://cdn.carrefour.eu/420_01651630_T1.webp,Rosé,75cl,3.3
Mirabeau Classic Rosé 75 cl,13.99,https://www.carrefour.be/fr/mirabeau-classic-rose-75-cl/06868404.html,https://cdn.carrefour.eu/420_06868404_M19_20250307.webp,Rosé,75cl,3.8
J.P. Chenet Colombard-Sauvignon 750 ml,5.99,https://www.carrefour.be/fr/j.p.-chenet-colombard-sauvignon-750-ml/04834442.html,https://cdn.carrefour.eu/420_04834442_T1.webp,White,Other,3.5
Les Celliers des Terres de Cuvée Réservée Côtes du Rhône Rouge,4.09,https://www.carrefour.be/fr/les-celliers-des-terres-de-cuvee-reservee-cotes-du-rhone-rouge/04025511.html,https://cdn.carrefour.eu/420_04025511_T1.webp,Red,Other,3.3
Bourgogne Mâcon Naurouze Moillard Rouge 75cl,10.99,https://www.carrefour.be/fr/bourgogne-macon-naurouze-moillard-rouge-75cl/06453882.html,https://cdn.carrefour.eu/420_06453882_T1.webp,Red,75cl,3.5
Merlot Rouge 75cl,6.69,https://www.carrefour.be/fr/merlot-rouge-75cl/01424198.html,https://cdn.carrefour.eu/420_01424198_T1.webp,Red,75cl,3.2
7 Muri Chardonnay Valdadige Blanc 75cl,9.99,https://www.carrefour.be/fr/7-muri-chardonnay-valdadige-blanc-75cl/07173369.html,https://cdn.carrefour.eu/420_07173369_main_20241226_01_PM.webp,White,75cl,
Bourgueil Signature Bio Rouge 75cl,7.99,https://www.carrefour.be/fr/bourgueil-signature-bio-rouge-75cl/06655974.html,https://cdn.carrefour.eu/420_06655974_main_20220818_01_PM.webp,Red,75cl,3.8
Bordeaux Supérieur Château De L'Orangerie Rouge 75cl,7.49,https://www.carrefour.be/fr/bordeaux-superieur-chateau-de-lorangerie-rouge-75cl/07223928.html,https://cdn.carrefour.eu/420_07223928_M1_20250304.webp,Red,75cl,3.3
Languedoc Prieuré Saint Hippolyte Rosé 75cl,7.49,https://www.carrefour.be/fr/languedoc-prieure-saint-hippolyte-rose-75cl/04018957.html,https://cdn.carrefour.eu/420_04018958_M1_20250813.webp,Rosé,75cl,3.6
La Cave d'Augustin Florent Sauternes 37.5 cl,8.69,https://www.carrefour.be/fr/la-cave-daugustin-florent-sauternes-37.5-cl/04405426.html,https://cdn.carrefour.eu/420_04405426_T1.webp,White,Other,3.5
Harmonie By Harmas Côtes du Rhône 750 ml,7.99,https://www.carrefour.be/fr/harmonie-by-harmas-cotes-du-rhone-750-ml/05553151.html,https://cdn.carrefour.eu/420_05553151_T1.webp,Red,Other,3.7
"Vintense bag in box Sober Blanc 2L 0,0%",13.99,https://www.carrefour.be/fr/vintense-bag-in-box-sober-blanc-2l-00/07111309.html,https://cdn.carrefour.eu/420_07111309_M1_20240514.webp,White,Box,3.8
JP. Chenet Original Cabernet-Syrah 750 ml,5.99,https://www.carrefour.be/fr/jp.-chenet-original-cabernet-syrah-750-ml/01504326.html,https://cdn.carrefour.eu/420_01504326_T1.webp,Red,Other,3.4
Bourgogne Mâcon Naudin Pére & Fils Rouge 75cl,10.99,https://www.carrefour.be/fr/bourgogne-macon-naudin-pere-and-fils-rouge-75cl/06491277.html,https://cdn.carrefour.eu/420_06491277_M1_20210809.webp,Red,75cl,3.8
La Cave d'Augustin Florent Fitou 75 cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-fitou-75-cl/04411175.html,https://cdn.carrefour.eu/420_04411175_T1.webp,Red,75cl,3.4
Signature de Loire Reuilly ,11.99,https://www.carrefour.be/fr/signature-de-loire-reuilly-/06317310.html,https://cdn.carrefour.eu/420_06317310.webp,White,Other,3.8
Sunset Creek Cabernet Sauvignon 37.5 cl,3.99,https://www.carrefour.be/fr/sunset-creek-cabernet-sauvignon-37.5-cl/05029805.html,https://cdn.carrefour.eu/420_05029805_T1.webp,Red,Other,3.8
Lagosta Verde Blanc 75cl,6.99,https://www.carrefour.be/fr/lagosta-verde-blanc-75cl/07179208.html,https://cdn.carrefour.eu/420_07179208_M1_20250509.webp,White,75cl,4.0
Moulins de Citran Haut-Medoc Rouge 75cl,13.99,https://www.carrefour.be/fr/moulins-de-citran-haut-medoc-rouge-75cl/07190506.html,https://cdn.carrefour.eu/420_07190506_M1_20250514.webp,Red,75cl,3.8
Pico Andino Sauvignon Blanc 75cl,3.99,https://www.carrefour.be/fr/pico-andino-sauvignon-blanc-75cl/06888041.html,https://cdn.carrefour.eu/420_06888041_M1_20220901.webp,White,75cl,3.6
Ribera del Duero Portia Crianza 75cl,9.99,https://www.carrefour.be/fr/ribera-del-duero-portia-crianza-75cl/05480909.html,https://cdn.carrefour.eu/420_05480909_T1.webp,Red,75cl,3.9
Bio Negroamaro 0.75 L,8.99,https://www.carrefour.be/fr/bio-negroamaro-0.75-l/06059551.html,https://cdn.carrefour.eu/420_06059551_T1.webp,Red,Other,3.5
Sicile Epicentro Nero d'Avola Riserva Rouge 75cl,9.99,https://www.carrefour.be/fr/sicile-epicentro-nero-davola-riserva-rouge-75cl/06570935.html,https://cdn.carrefour.eu/420_06570935.webp,Red,75cl,3.9
Fendant Roche Vineuse 75 cl,15.99,https://www.carrefour.be/fr/fendant-roche-vineuse-75-cl/00162829.html,https://cdn.carrefour.eu/420_00162829_T1.webp,White,75cl,3.4
Galatheo Vino Bianco 0.75 L,3.99,https://www.carrefour.be/fr/galatheo-vino-bianco-0.75-l/06653338.html,https://cdn.carrefour.eu/420_06653338_T1.webp,White,Other,
Grappe d'Or Vin Blanc Sec 150cl,6.09,https://www.carrefour.be/fr/grappe-dor-vin-blanc-sec-150cl/00997594.html,https://cdn.carrefour.eu/420_00997594_T1.webp,White,Other,1.9
Villa Molino D.O.C Bardolino Rouge 75cl,5.99,https://www.carrefour.be/fr/villa-molino-d.o.c-bardolino-rouge-75cl/06998527.html,https://cdn.carrefour.eu/420_06998527_main_20230822_01_PM.webp,Red,75cl,3.2
