name,price,url,image_url,type,size,vivino_score
Manoir de l'Hommelais Chardonnay Blanc 75cl,6.99,https://www.carrefour.be/fr/manoir-de-lhommelais-chardonnay-blanc-75cl/06039765.html,https://cdn.carrefour.eu/420_06039765_T1.webp,White,75cl,3.8
La Cave d'Augustin Florent Viré-Clessé Blanc 75cl,11.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-vire-clesse-blanc-75cl/04404740.html,https://cdn.carrefour.eu/420_04404740_T1.webp,White,75cl,3.6
Nelson Seifried Estate Rabbit Island Pinot Noir 75cl,9.99,https://www.carrefour.be/fr/nelson-seifried-estate-rabbit-island-pinot-noir-75cl/06029807.html,https://cdn.carrefour.eu/420_06029807_T01.webp,Red,75cl,3.4
Bourgogne Aligoté La Cave d'Augustin Florent Blanc 75cl,10.99,https://www.carrefour.be/fr/bourgogne-aligote-la-cave-daugustin-florent-blanc-75cl/01651651.html,https://cdn.carrefour.eu/420_01651651_T1.webp,White,75cl,3.5
Côtes du Rhône Cuvée réservée Blanc Sec 75cl,5.69,https://www.carrefour.be/fr/cotes-du-rhone-cuvee-reservee-blanc-sec-75cl/01510543.html,https://cdn.carrefour.eu/420_01510543_T1.webp,White,75cl,3.3
Frankrijk La Cave d'Augustin Florent Bordeaux Rouge 37.5 cl,2.99,https://www.carrefour.be/fr/frankrijk-la-cave-daugustin-florent-bordeaux-rouge-37.5-cl/05764857.html,https://cdn.carrefour.eu/420_05764857_M1_20230405.webp,Red,Other,3.3
Ogier Héritages Côtes du Rhône Rouge 75cl,7.99,https://www.carrefour.be/fr/ogier-heritages-cotes-du-rhone-rouge-75cl/01534995.html,https://cdn.carrefour.eu/420_01534995_T1.webp,Red,75cl,3.7
Stellenbosch Kanonkop Kadette Cape Blend Rouge 75cl,10.99,https://www.carrefour.be/fr/stellenbosch-kanonkop-kadette-cape-blend-rouge-75cl/04013943.html,https://cdn.carrefour.eu/420_04013943_T1.webp,Red,75cl,3.9
Toscane Brunello di Montalcino Piccini Villa Cortile Rouge 75cl,21.99,https://www.carrefour.be/fr/toscane-brunello-di-montalcino-piccini-villa-cortile-rouge-75cl/04380457.html,https://cdn.carrefour.eu/420_04380457_M1_20210825.webp,Red,75cl,4.0
L'Héritage de Carillan Cabernet sauvignon Rouge 75cl,5.19,https://www.carrefour.be/fr/lheritage-de-carillan-cabernet-sauvignon-rouge-75cl/01651589.html,https://cdn.carrefour.eu/420_01651589_T1.webp,Red,75cl,3.2
House of The Dragon Chardonnay Blanc 75cl,7.99,https://www.carrefour.be/fr/house-of-the-dragon-chardonnay-blanc-75cl/07228997.html,https://cdn.carrefour.eu/420_07228997_M1_20250610.webp,White,75cl,3.5
Alsace Jean Murbach Riesling Blanc 75cl,7.99,https://www.carrefour.be/fr/alsace-jean-murbach-riesling-blanc-75cl/06233132.html,https://cdn.carrefour.eu/420_06233132.webp,White,75cl,3.7
Domaines Vinsmoselle Rivaner 25 cl,1.99,https://www.carrefour.be/fr/domaines-vinsmoselle-rivaner-25-cl/04856028.html,https://cdn.carrefour.eu/420_04856028_T1.webp,White,25cl,3.5
Sainte-Victoire Côtes de Provence Rosé 75cl,8.99,https://www.carrefour.be/fr/sainte-victoire-cotes-de-provence-rose-75cl/05321247.html,https://cdn.carrefour.eu/420_05321247.webp,Rosé,75cl,3.7
Languedoc Côtes de Thau Réserve de Monrouby Rosé 75cl,4.99,https://www.carrefour.be/fr/languedoc-cotes-de-thau-reserve-de-monrouby-rose-75cl/05474614.html,https://cdn.carrefour.eu/420_05474614_T01.webp,Rosé,75cl,3.7
Fonte Da Perdiz Reserva Douro Rouge 75cl,7.99,https://www.carrefour.be/fr/fonte-da-perdiz-reserva-douro-rouge-75cl/07227528.html,https://cdn.carrefour.eu/420_07227528_M1_20250514.webp,Red,75cl,3.9
La Cave d'Augustin Florent Languedoc 75 cl,4.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-languedoc-75-cl/04939850.html,https://cdn.carrefour.eu/420_04939850_T1.webp,Rosé,75cl,3.4
Languedoc Le Secret de Latude Rouge 75cl,10.99,https://www.carrefour.be/fr/languedoc-le-secret-de-latude-rouge-75cl/06674449.html,https://cdn.carrefour.eu/420_06674449_M1_20210824.webp,Red,75cl,3.9
La Cave d'Augustin Florent Cabernet d'anjou 2013 75 cl,5.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-cabernet-danjou-2013-75-cl/01651484.html,https://cdn.carrefour.eu/420_01651484_T1.webp,Red,75cl,3.5
Bordeaux Château L'Insoumise Rouge 75cl,5.99,https://www.carrefour.be/fr/bordeaux-chateau-linsoumise-rouge-75cl/04807378.html,https://cdn.carrefour.eu/420_04807378_T1.webp,Red,75cl,3.4
Cabernet Sauvignon 3L,19.99,https://www.carrefour.be/fr/cabernet-sauvignon-3l/05110962.html,https://cdn.carrefour.eu/420_05110962_T1.webp,Red,Box,
Naterra Bio Rosé Box 3L,10.99,https://www.carrefour.be/fr/naterra-bio-rose-box-3l/06216739.html,https://cdn.carrefour.eu/420_06216739.webp,Rosé,Box,3.6
Côtes du Rhône Villages A.O.C Innocent VI Sablet Rouge 75cl,6.99,https://www.carrefour.be/fr/cotes-du-rhone-villages-a.o.c-innocent-vi-sablet-rouge-75cl/07250315.html,https://cdn.carrefour.eu/420_07250315_M1_20250514.webp,Red,75cl,
Montepulciano d'Abruzzo Casa Botter La Botte Rouge 75cl,4.99,https://www.carrefour.be/fr/montepulciano-dabruzzo-casa-botter-la-botte-rouge-75cl/01009870.html,https://cdn.carrefour.eu/420_01009870_T1.webp,Red,75cl,3.3
Val de Loire Vouvray Sec Vignoble Brisebarre Blanc 75cl,9.99,https://www.carrefour.be/fr/val-de-loire-vouvray-sec-vignoble-brisebarre-blanc-75cl/06587165.html,https://cdn.carrefour.eu/420_06587165_M1_20210803.webp,White,75cl,3.9
Domaines Vinsmoselle Pinot Gris Blanc 75cl,8.99,https://www.carrefour.be/fr/domaines-vinsmoselle-pinot-gris-blanc-75cl/01708983.html,https://cdn.carrefour.eu/420_01708983_T1.webp,White,75cl,3.5
Vin de Messe Doux 75 cl,4.59,https://www.carrefour.be/fr/vin-de-messe-doux-75-cl/00163310.html,https://cdn.carrefour.eu/420_00163310_T1.webp,White,75cl,3.9
Côte du Rhône Villages Séguret Rouge 75cl,6.99,https://www.carrefour.be/fr/cote-du-rhone-villages-seguret-rouge-75cl/04985700.html,https://cdn.carrefour.eu/420_04985700_T1.webp,Red,75cl,3.7
Bourgogne Macon Village l'Aurore Chardonnay Blanc 75cl,9.99,https://www.carrefour.be/fr/bourgogne-macon-village-laurore-chardonnay-blanc-75cl/06978573.html,https://cdn.carrefour.eu/420_06978573_M1_20230613.webp,White,75cl,3.4
Thomas & Thierry Cairanne Côtes du Rhône Villages 75 cl,7.99,https://www.carrefour.be/fr/thomas-and-thierry-cairanne-cotes-du-rhone-villages-75-cl/04880394.html,https://cdn.carrefour.eu/420_04880394_T1.webp,Red,75cl,3.8
Château Le Grand Verdus Réserve Bordeaux Supérieur Rouge 75cl,8.99,https://www.carrefour.be/fr/chateau-le-grand-verdus-reserve-bordeaux-superieur-rouge-75cl/05071325.html,https://cdn.carrefour.eu/420_05071325_T1.webp,Red,75cl,4.0
Sette Muri Primitivo di Manduria Rouge 75cl,9.99,https://www.carrefour.be/fr/sette-muri-primitivo-di-manduria-rouge-75cl/06045296.html,https://cdn.carrefour.eu/420_06045296_T1.webp,Red,75cl,4.3
Glühwein Gerstacker 1L,3.99,https://www.carrefour.be/fr/gluhwein-gerstacker-1l/01479196.html,https://cdn.carrefour.eu/420_01479196_M1_20231130.webp,Other,Other,3.8
Aude,2.99,https://www.carrefour.be/fr/aude/06785381.html,https://cdn.carrefour.eu/420_06785381_M1_20220110.webp,Red,Other,3.5
Listel Sable de Camargue Grain de Gris 3 L,19.99,https://www.carrefour.be/fr/listel-sable-de-camargue-grain-de-gris-3-l/04006227.html,https://cdn.carrefour.eu/420_04006227_T1.webp,Rosé,Box,3.5
Bordeaux Supérieur Château Le Grand Verdus Rouge 75cl,7.99,https://www.carrefour.be/fr/bordeaux-superieur-chateau-le-grand-verdus-rouge-75cl/01185271.html,https://cdn.carrefour.eu/420_01185271_T1.webp,Red,75cl,3.5
Puglia Nostre Terre Negroamaro Rouge 75cl,7.99,https://www.carrefour.be/fr/puglia-nostre-terre-negroamaro-rouge-75cl/06998519.html,https://cdn.carrefour.eu/420_06998519_M1_20230912.webp,Red,75cl,3.7
Il Feudo Provincia di Pavia Pinot Grigio Blanc 75cl,3.99,https://www.carrefour.be/fr/il-feudo-provincia-di-pavia-pinot-grigio-blanc-75cl/06998523.html,https://cdn.carrefour.eu/420_06998523_main_20230829_01_PM.webp,White,75cl,3.3
Pays d'Hérault rouge 5 L,16.99,https://www.carrefour.be/fr/pays-dherault-rouge-5-l/04753565.html,https://cdn.carrefour.eu/420_04753565_T1.webp,Red,Other,3.4
La Cave d'Augustin Florent Touraine Sauvignon 75 cl,6.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-touraine-sauvignon-75-cl/05089325.html,https://cdn.carrefour.eu/420_05089325_T1.webp,White,75cl,3.4
Bordeaux Château Cazeau Rouge 75cl,5.99,https://www.carrefour.be/fr/bordeaux-chateau-cazeau-rouge-75cl/04835315.html,https://cdn.carrefour.eu/420_04835315_T1.webp,Red,75cl,3.9
Bordeaux Lussac Saint-Émilion Rouge 75cl,7.99,https://www.carrefour.be/fr/bordeaux-lussac-saint-emilion-rouge-75cl/06461976.html,https://cdn.carrefour.eu/420_06461976.webp,Red,75cl,4.0
Minervois 25 cl,1.99,https://www.carrefour.be/fr/minervois-25-cl/01432892.html,https://cdn.carrefour.eu/420_01432892_T1.webp,Red,25cl,2.4
Bordeaux Puisseguin Saint-Émilion Rouge 75cl,7.99,https://www.carrefour.be/fr/bordeaux-puisseguin-saint-emilion-rouge-75cl/06461974.html,https://cdn.carrefour.eu/420_06461974_T01.webp,Red,75cl,3.2
Belgique Vin de la communauté européenne Vin blanc 75 cl,2.99,https://www.carrefour.be/fr/belgique-vin-de-la-communaute-europeenne-vin-blanc-75-cl/06801089.html,https://cdn.carrefour.eu/420_06801089_T1.webp,White,75cl,
Listel Sable de Camargue Grain de Gris Rosé 75cl,6.99,https://www.carrefour.be/fr/listel-sable-de-camargue-grain-de-gris-rose-75cl/00162247.html,https://cdn.carrefour.eu/420_00162247_T1.webp,Rosé,75cl,3.5
Château Labrousse Blaye Côtes de Bordeaux Rouge 75cl,7.99,https://www.carrefour.be/fr/chateau-labrousse-blaye-cotes-de-bordeaux-rouge-75cl/05321259.html,https://cdn.carrefour.eu/420_05321259_T1.webp,Red,75cl,3.7
Mouton Cadet Baron de Rothschild Bordeaux Rouge 75cl,10.99,https://www.carrefour.be/fr/mouton-cadet-baron-de-rothschild-bordeaux-rouge-75cl/01009422.html,https://cdn.carrefour.eu/420_01009422_T1.webp,Red,75cl,3.4
Chili Rosado 75cl,3.99,https://www.carrefour.be/fr/chili-rosado-75cl/06708677.html,https://cdn.carrefour.eu/420_06708677_T1.webp,Rosé,75cl,3.5
Tordelcolle Brindisi D.O.C Riserva Rouge 75cl,5.99,https://www.carrefour.be/fr/tordelcolle-brindisi-d.o.c-riserva-rouge-75cl/07247651.html,https://cdn.carrefour.eu/420_07247651_M1_20250514.webp,Red,75cl,
Barbera D'asti Araldica Rouge 75cl,8.99,https://www.carrefour.be/fr/barbera-dasti-araldica-rouge-75cl/07040453.html,https://cdn.carrefour.eu/420_07040453_M1_20240117.webp,Red,75cl,3.5
Christkindles Glühwein 1L,2.99,https://www.carrefour.be/fr/christkindles-gluhwein-1l/01490752.html,https://cdn.carrefour.eu/420_01490752_M1_20231130.webp,Red,Other,3.8
Vignes Ancestrales Saint-Chinian Rouge 25cl,2.99,https://www.carrefour.be/fr/vignes-ancestrales-saint-chinian-rouge-25cl/01432768.html,https://cdn.carrefour.eu/420_01432768_M1_20231204.webp,Red,25cl,3.2
Naterra Bio Blanc Box 3L,10.99,https://www.carrefour.be/fr/naterra-bio-blanc-box-3l/06216740.html,https://cdn.carrefour.eu/420_06216740_M1_20210419.webp,White,Box,3.8
Côte du Rhône Plan de Dieu Domaine Mistral Rouge 75cl,8.19,https://www.carrefour.be/fr/cote-du-rhone-plan-de-dieu-domaine-mistral-rouge-75cl/05321246.html,https://cdn.carrefour.eu/420_05321246_M1_20230814.webp,Red,75cl,3.7
Château Roc de Cazade Réserve Bordeaux 37.5 cl,3.99,https://www.carrefour.be/fr/chateau-roc-de-cazade-reserve-bordeaux-37.5-cl/04574181.html,https://cdn.carrefour.eu/420_04574181_T1.webp,Red,Other,3.1
La Cave d'Augustin Florent Bourgogne Chardonnay Blanc 75 cl,9.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-bourgogne-chardonnay-blanc-75-cl/04918631.html,https://cdn.carrefour.eu/420_04918631_M1_20250129.webp,White,75cl,3.5
African Dream Chenin Blanc 75 cl,3.99,https://www.carrefour.be/fr/african-dream-chenin-blanc-75-cl/07016635.html,https://cdn.carrefour.eu/420_07016635_T1.webp,White,75cl,3.6
African Dream Rosé 75cl,3.99,https://www.carrefour.be/fr/african-dream-rose-75cl/07020313.html,https://cdn.carrefour.eu/420_07020313_M1_20231222.webp,Rosé,75cl,3.7
Côte du Rhône Gigondas Famille Gras Les Gracières 75cl,15.99,https://www.carrefour.be/fr/cote-du-rhone-gigondas-famille-gras-les-gracieres-75cl/06206026.html,https://cdn.carrefour.eu/420_06206026.webp,Red,75cl,3.8
Bordeaux Supérieur Château Canteloudette Rouge 75cl,5.99,https://www.carrefour.be/fr/bordeaux-superieur-chateau-canteloudette-rouge-75cl/04970133.html,https://cdn.carrefour.eu/420_04970133_T1.webp,Red,75cl,3.4
Languedoc La Petite Française Rouge 75cl,7.99,https://www.carrefour.be/fr/languedoc-la-petite-francaise-rouge-75cl/06674007.html,https://cdn.carrefour.eu/420_06674007_M1_20210802.webp,Red,75cl,3.5
De Bortoli The Astronomer Chardonnay 750 ml,5.99,https://www.carrefour.be/fr/de-bortoli-the-astronomer-chardonnay-750-ml/05994758.html,https://cdn.carrefour.eu/420_05994758_T1.webp,White,Other,3.4
Cépage Vin désalcoolisé Syrah Rouge 75cl,6.19,https://www.carrefour.be/fr/cepage-vin-desalcoolise-syrah-rouge-75cl/05227073.html,https://cdn.carrefour.eu/420_05227073_M1_20241216.webp,Red,75cl,3.7
Tierra de Castilla Embruja del Campo Rouge Bio Cubitainer,13.99,https://www.carrefour.be/fr/tierra-de-castilla-embruja-del-campo-rouge-bio-cubitainer/06484904.html,https://cdn.carrefour.eu/420_06484904_T1.webp,Red,Other,3.6
Joseph Arnoux Vacqueyras Rouge 75cl,11.99,https://www.carrefour.be/fr/joseph-arnoux-vacqueyras-rouge-75cl/07107612.html,https://cdn.carrefour.eu/420_07107612_20240712_01_PM.webp,Red,75cl,3.9
Bordeaux L'entre Deux Mers Ephémère Blanc 75cl,8.98,https://www.carrefour.be/fr/bordeaux-lentre-deux-mers-ephemere-blanc-75cl/06980600.html,https://cdn.carrefour.eu/420_06980600_M1_20230613.webp,White,75cl,3.8
Bordeaux La Gave D'augustin Florent Blanc sec 75cl,4.99,https://www.carrefour.be/fr/bordeaux-la-gave-daugustin-florent-blanc-sec-75cl/04405675.html,https://cdn.carrefour.eu/420_04405675_T1.webp,White,75cl,3.3
Prestige Madiran Rouge 75 cl,7.99,https://www.carrefour.be/fr/prestige-madiran-rouge-75-cl/00850900.html,https://cdn.carrefour.eu/420_00850900_T1.webp,Red,75cl,3.8
Lacheteau Soupçon de Fruit Haut Poitou Sauvignon Blanc 75cl,7.99,https://www.carrefour.be/fr/lacheteau-soupcon-de-fruit-haut-poitou-sauvignon-blanc-75cl/06760947.html,https://cdn.carrefour.eu/420_06760947_M1_20211125.webp,White,75cl,3.7
Memoro Piccini Rosé 75cl,7.99,https://www.carrefour.be/fr/memoro-piccini-rose-75cl/07040429.html,https://cdn.carrefour.eu/420_07040429_M1_20231214.webp,Rosé,75cl,3.8
Cépage Merlot Sans Alcool 0.0% 75 cl,5.99,https://www.carrefour.be/fr/cepage-merlot-sans-alcool-0.0-75-cl/05668451.html,https://cdn.carrefour.eu/420_05668451_M1_20231116.webp,Red,75cl,4.1
Aude Rosé 25 cl,1.99,https://www.carrefour.be/fr/aude-rose-25-cl/01432882.html,https://cdn.carrefour.eu/420_01432882_T1.webp,Rosé,25cl,3.6
La Cave D'Augustin Florent Médoc 37.5 cl,3.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-medoc-37.5-cl/04576827.html,https://cdn.carrefour.eu/420_04576827_T1.webp,Red,Other,3.5
Piccini Orvieto 750 ml,4.99,https://www.carrefour.be/fr/piccini-orvieto-750-ml/01396908.html,https://cdn.carrefour.eu/420_01396908_T1.webp,White,Other,3.4
Trapiche Oak Cask Malbec Rouge 75 cl,7.99,https://www.carrefour.be/fr/trapiche-oak-cask-malbec-rouge-75-cl/04399121.html,https://cdn.carrefour.eu/420_04399121_T1.webp,Red,75cl,3.7
La Piqueta Reserva Cabernet Sauvignon Rouge 75cl,8.99,https://www.carrefour.be/fr/la-piqueta-reserva-cabernet-sauvignon-rouge-75cl/07245325.html,https://cdn.carrefour.eu/420_07245325_M1_20250514.webp,Red,75cl,
Rueda Sauvignon Blanc Verdejo 75 cl,7.49,https://www.carrefour.be/fr/rueda-sauvignon-blanc-verdejo-75-cl/06977344.html,https://cdn.carrefour.eu/420_06977344_M1_20241107.webp,White,75cl,3.7
J.P. Chenet Grenache-Cinsault 25 cl,2.49,https://www.carrefour.be/fr/j.p.-chenet-grenache-cinsault-25-cl/01507153.html,https://cdn.carrefour.eu/420_01507153.webp,Red,25cl,3.4
Côte du Rhône La Résistance Bio 75cl,9.99,https://www.carrefour.be/fr/cote-du-rhone-la-resistance-bio-75cl/05910841.html,https://cdn.carrefour.eu/420_05910841_T1.webp,Red,75cl,3.8
Beaujolais Nouveau Rouge 75cl,7.99,https://www.carrefour.be/fr/beaujolais-nouveau-rouge-75cl/04775100.html,https://cdn.carrefour.eu/420_04775100_M1_20230823.webp,Red,75cl,3.1
Valmeras Sauvignon Blanc 75 cl,3.99,https://www.carrefour.be/fr/valmeras-sauvignon-blanc-75-cl/06206108.html,https://cdn.carrefour.eu/420_06206108_T1.webp,White,75cl,3.3
Côtes du Rhône Villages A.O.C Innocent VI Cairanne Rouge 75cl,6.99,https://www.carrefour.be/fr/cotes-du-rhone-villages-a.o.c-innocent-vi-cairanne-rouge-75cl/07250349.html,https://cdn.carrefour.eu/420_07250349_M1_20250514.webp,Red,75cl,3.6
Les Petites Caves Bordeaux 75 cl,4.29,https://www.carrefour.be/fr/les-petites-caves-bordeaux-75-cl/06776700.html,https://cdn.carrefour.eu/420_06776700_T1.webp,Red,75cl,3.0
Cabernet-Syrah Pays d'Oc 4 x 25 cl,8.99,https://www.carrefour.be/fr/cabernet-syrah-pays-doc-4-x-25-cl/04348674.html,https://cdn.carrefour.eu/420_04348674_T1.webp,Red,25cl,3.7
Landhaus Paul Grüner Veltliner Selection Blanc 75cl,5.99,https://www.carrefour.be/fr/landhaus-paul-gruner-veltliner-selection-blanc-75cl/07247700.html,https://cdn.carrefour.eu/420_07247700_M1_20250514.webp,White,75cl,3.8
Château Le Grand Verdus Bordeaux Supérieur Rouge 6 x 750 ml,47.94,https://www.carrefour.be/fr/chateau-le-grand-verdus-bordeaux-superieur-rouge-6-x-750-ml/01193004.html,https://cdn.carrefour.eu/420_01193004_T1.webp,Red,Other,3.5
Classic Jacob's Creek Chardonnay Blanc 75cl,8.49,https://www.carrefour.be/fr/classic-jacobs-creek-chardonnay-blanc-75cl/01096515.html,https://cdn.carrefour.eu/420_01096515_JC Chardonnay_MPM.webp,White,75cl,3.4
Cépage Vin désalcoolisé Merlot 75cl,6.19,https://www.carrefour.be/fr/cepage-vin-desalcoolise-merlot-75cl/05227072.html,https://cdn.carrefour.eu/420_05227072_M1_20241216.webp,Red,75cl,2.1
J.P. Chenet Cabernet-Syrah Pays d'Oc 25 cl,2.29,https://www.carrefour.be/fr/j.p.-chenet-cabernet-syrah-pays-doc-25-cl/05245915.html,https://cdn.carrefour.eu/420_05245915_T1.webp,Red,25cl,3.4
St. Sebastian Liebfraumilch Rheinhessen 3 L,13.99,https://www.carrefour.be/fr/st.-sebastian-liebfraumilch-rheinhessen-3-l/01428070.html,https://cdn.carrefour.eu/420_01428070_T1.webp,White,Box,3.4
La Cave d'Augustin Florent Corbières Rouge 3 L,14.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-corbieres-rouge-3-l/04713623.html,https://cdn.carrefour.eu/420_04713623_T1.webp,Red,Box,3.3
Bourgogne Passetoutgrain Rouge 75cl,9.99,https://www.carrefour.be/fr/bourgogne-passetoutgrain-rouge-75cl/07215448.html,https://cdn.carrefour.eu/420_07215448_M19_20250220.webp,Red,75cl,3.7
Alsace Famille Cattin Pinot Gris bio 75cl,8.99,https://www.carrefour.be/fr/alsace-famille-cattin-pinot-gris-bio-75cl/06233128.html,https://cdn.carrefour.eu/420_06233128_M1_20220923.webp,White,75cl,3.5
Château Cazeaux Grand Vin de Bordeaux 75 cl,7.99,https://www.carrefour.be/fr/chateau-cazeaux-grand-vin-de-bordeaux-75-cl/05078965.html,https://cdn.carrefour.eu/420_05078965_T1.webp,Red,75cl,4.0
Twin Rivers Colombard Chardonnay Blanc 75cl,3.99,https://www.carrefour.be/fr/twin-rivers-colombard-chardonnay-blanc-75cl/06955040.html,https://cdn.carrefour.eu/420_06955040_M1_20230609.webp,White,75cl,3.2
Oh My Pamplemousse Rosé 3L,10.99,https://www.carrefour.be/fr/oh-my-pamplemousse-rose-3l/06237945.html,https://cdn.carrefour.eu/420_21611927_main_avant_BP.webp,Rosé,Box,3.2
Vallée du Rhône Châteauneuf du Pape Castel 75cl,20.99,https://www.carrefour.be/fr/vallee-du-rhone-chateauneuf-du-pape-castel-75cl/05889227.html,https://cdn.carrefour.eu/420_05889227_M1_20230606.webp,Red,75cl,4.1
Rosso Piceno Velenosi Bio Rouge 75cl,6.99,https://www.carrefour.be/fr/rosso-piceno-velenosi-bio-rouge-75cl/06854365.html,https://cdn.carrefour.eu/420_06854365_M1_20221017.webp,Red,75cl,3.7
Bordeaux Château Lalande-Labatut,5.99,https://www.carrefour.be/fr/bordeaux-chateau-lalande-labatut/04003814.html,https://cdn.carrefour.eu/420_04003814_T1.webp,Red,Other,3.3
Grand Sud Merlot 1 L,5.99,https://www.carrefour.be/fr/grand-sud-merlot-1-l/04584516.html,https://cdn.carrefour.eu/420_04584516_T1.webp,Red,Other,3.1
Zonin Montepulciano d'Abruzzo 250 ml,2.99,https://www.carrefour.be/fr/zonin-montepulciano-dabruzzo-250-ml/05364299.html,https://cdn.carrefour.eu/420_05364299_T1.webp,Red,Other,3.5
Sauvignon Blanc 75cl,6.69,https://www.carrefour.be/fr/sauvignon-blanc-75cl/04008803.html,https://cdn.carrefour.eu/420_04008803_T1.webp,White,75cl,3.9
Naterra Bio Blanc 75cl,4.99,https://www.carrefour.be/fr/naterra-bio-blanc-75cl/06197465.html,https://cdn.carrefour.eu/420_06197465_T01.webp,White,75cl,3.8
Cellier des Dauphins prestige côtes du rhône Rosé 750 ml,5.99,https://www.carrefour.be/fr/cellier-des-dauphins-prestige-cotes-du-rhone-rose-750-ml/01217794.html,https://cdn.carrefour.eu/420_01217794_T1.webp,Rosé,Other,3.4
Bordeaux Côtes de Bourg Château Plaisance Rouge 75cl,7.59,https://www.carrefour.be/fr/bordeaux-cotes-de-bourg-chateau-plaisance-rouge-75cl/05099006.html,https://cdn.carrefour.eu/420_05099006_T1.webp,Red,75cl,3.6
Chablis Jean Bouchard 37.5cl,9.99,https://www.carrefour.be/fr/chablis-jean-bouchard-37.5cl/06854554.html,https://cdn.carrefour.eu/420_06854554_M1_20220707.webp,White,Other,4.1
Chardonnay Sans Alcool 0.0% Blanc 75cl,5.99,https://www.carrefour.be/fr/chardonnay-sans-alcool-0.0-blanc-75cl/05668449.html,https://cdn.carrefour.eu/420_05668449_M1_20231116.webp,White,75cl,
Curvos Superior Vinho Verde Blanc 75cl,5.99,https://www.carrefour.be/fr/curvos-superior-vinho-verde-blanc-75cl/06644415.html,https://cdn.carrefour.eu/420_06644415_T1.webp,White,75cl,3.8
Bourgogne Cote Chalonnaise Mont-Avril,13.99,https://www.carrefour.be/fr/bourgogne-cote-chalonnaise-mont-avril/06887640.html,https://cdn.carrefour.eu/420_06887640_M1_20220822.webp,Red,Other,3.6
Chianti Classico Ala Di Farfalla Rouge 75cl,8.99,https://www.carrefour.be/fr/chianti-classico-ala-di-farfalla-rouge-75cl/07020259.html,https://cdn.carrefour.eu/420_07020259_M1_20231128.webp,Red,75cl,3.5
Cellier des Dauphins Prestige Côtes du Rhône Rosé 3 L,18.99,https://www.carrefour.be/fr/cellier-des-dauphins-prestige-cotes-du-rhone-rose-3-l/04459372.html,https://cdn.carrefour.eu/420_04459372_T1.webp,Rosé,Box,
Tokaji Furmint Blanc 75cl,6.99,https://www.carrefour.be/fr/tokaji-furmint-blanc-75cl/07183511.html,https://cdn.carrefour.eu/420_07183511_M1_20241203.webp,White,75cl,3.9
Montepulciano d'Abruzzo Riserva Rouge 75cl,6.99,https://www.carrefour.be/fr/montepulciano-dabruzzo-riserva-rouge-75cl/06920995.html,https://cdn.carrefour.eu/420_06920995_main_20230113_01_PM.webp,Red,75cl,4.1
La Cave d'Augustin Florent Vin de Savoie apremont 75 cl,9.99,https://www.carrefour.be/fr/la-cave-daugustin-florent-vin-de-savoie-apremont-75-cl/05277046.html,https://cdn.carrefour.eu/420_05277046_M1_20230405.webp,White,75cl,3.4
Pelure d'Oignon Vin rosé 75 cl,3.49,https://www.carrefour.be/fr/pelure-doignon-vin-rose-75-cl/06831318.html,https://cdn.carrefour.eu/420_06831318_T1.webp,Rosé,75cl,2.0
Pinot noir Sans Alcool 0% Rosé 75cl,6.99,https://www.carrefour.be/fr/pinot-noir-sans-alcool-0-rose-75cl/07112201.html,https://cdn.carrefour.eu/420_07112201_M1_20240514.webp,Red,75cl,3.9
Côtes Du Rhône Rosé sec cuvée réservée Rosé 75cl,5.69,https://www.carrefour.be/fr/cotes-du-rhone-rose-sec-cuvee-reservee-rose-75cl/01510548.html,https://cdn.carrefour.eu/420_01510548_M1_20230605.webp,Rosé,75cl,3.3
Sauvignon Night Orient Sans Alcool Blanc 75cl,5.99,https://www.carrefour.be/fr/sauvignon-night-orient-sans-alcool-blanc-75cl/06700747.html,https://cdn.carrefour.eu/420_06700747_M1_20211125.webp,White,75cl,
Portugal The Original Rosé 75cl,6.49,https://www.carrefour.be/fr/portugal-the-original-rose-75cl/06033074.html,https://cdn.carrefour.eu/420_06033074.webp,Rosé,75cl,3.7
Long Tail Premium Chardonnay 75cl,5.99,https://www.carrefour.be/fr/long-tail-premium-chardonnay-75cl/06936644.html,https://cdn.carrefour.eu/420_06936644_T1.webp,White,75cl,
Sunset Creek Chardonnay 37.5 cl,3.99,https://www.carrefour.be/fr/sunset-creek-chardonnay-37.5-cl/05017097.html,https://cdn.carrefour.eu/420_05017097_T1.webp,White,Other,3.4
Pays d'Oc Cabernet sauvignon rouge 3 L,12.29,https://www.carrefour.be/fr/pays-doc-cabernet-sauvignon-rouge-3-l/04361078.html,https://cdn.carrefour.eu/420_04361078_T1.webp,Red,Box,
Languedoc Cersius Blanc 75cl,7.29,https://www.carrefour.be/fr/languedoc-cersius-blanc-75cl/05286378.html,https://cdn.carrefour.eu/420_05286378_T01.webp,White,75cl,3.7
